		1996	1996	1996	1996	1996	1996	1998	1998	1998	1998	1998	1998	2000	2000	2000	2000	2000	2000	2002	2002	2002	2002	2002	2002	2003	2003	2003	2003	2003	2003	2004	2004	2004	2004	2004	2004	2005	2005	2005	2005	2005	2005	2006	2006	2006	2006	2006	2006	2007	2007	2007	2007	2007	2007	2008	2008	2008	2008	2008	2008	2009	2009	2009	2009	2009	2009	2010	2010	2010	2010	2010	2010	2011	2011	2011	2011	2011	2011	2012	2012	2012	2012	2012	2012	2013	2013	2013	2013	2013	2013	2014	2014	2014	2014	2014	2014	2015	2015	2015	2015	2015	2015	2016	2016	2016	2016	2016	2016	2017	2017	2017	2017	2017	2017	2018	2018	2018	2018	2018	2018	2019	2019	2019	2019	2019	2019
Country/Territory	Code	Estimate	StdErr	NumSrc	Rank	Lower	Upper	Estimate	StdErr	NumSrc	Rank	Lower	Upper	Estimate	StdErr	NumSrc	Rank	Lower	Upper	Estimate	StdErr	NumSrc	Rank	Lower	Upper	Estimate	StdErr	NumSrc	Rank	Lower	Upper	Estimate	StdErr	NumSrc	Rank	Lower	Upper	Estimate	StdErr	NumSrc	Rank	Lower	Upper	Estimate	StdErr	NumSrc	Rank	Lower	Upper	Estimate	StdErr	NumSrc	Rank	Lower	Upper	Estimate	StdErr	NumSrc	Rank	Lower	Upper	Estimate	StdErr	NumSrc	Rank	Lower	Upper	Estimate	StdErr	NumSrc	Rank	Lower	Upper	Estimate	StdErr	NumSrc	Rank	Lower	Upper	Estimate	StdErr	NumSrc	Rank	Lower	Upper	Estimate	StdErr	NumSrc	Rank	Lower	Upper	Estimate	StdErr	NumSrc	Rank	Lower	Upper	Estimate	StdErr	NumSrc	Rank	Lower	Upper	Estimate	StdErr	NumSrc	Rank	Lower	Upper	Estimate	StdErr	NumSrc	Rank	Lower	Upper	Estimate	StdErr	NumSrc	Rank	Lower	Upper	Estimate	StdErr	NumSrc	Rank	Lower	Upper
Namibia	NAM	0.25	0.21	6.00	59.80	47.74	67.84	0.31	0.21	8.00	63.00	50.50	70.50	0.22	0.18	8.00	59.41	49.01	66.34	0.33	0.17	11.00	61.88	55.45	68.81	0.32	0.18	11.00	63.37	53.96	69.31	0.00	0.16	12.00	51.67	43.06	59.33	-0.07	0.15	12.00	51.67	44.50	58.37	0.12	0.15	12.00	56.94	50.24	61.24	0.10	0.15	13.00	57.89	50.24	60.29	0.35	0.15	13.00	60.58	58.17	69.71	0.19	0.14	15.00	60.66	54.03	63.03	0.15	0.14	15.00	59.72	52.61	62.56	0.13	0.13	15.00	59.15	52.58	61.97	0.25	0.14	14.00	61.03	56.34	64.79	0.27	0.14	15.00	60.09	54.46	65.26	0.15	0.15	14.00	62.98	53.37	67.79	0.19	0.14	15.00	62.02	55.77	67.31	0.36	0.16	14.00	64.42	56.73	72.60	0.24	0.15	13.00	60.58	52.40	68.75	0.24	0.16	12.00	61.54	53.85	69.71	0.31	0.15	13.00	62.50	55.77	70.19
Niger	NER	-0.66	0.30	5.00	30.15	15.58	46.73	-0.56	0.26	7.00	32.00	18.50	47.00	-0.72	0.23	7.00	28.22	14.85	42.08	-0.64	0.22	9.00	32.18	16.83	45.05	-0.52	0.22	9.00	36.63	20.30	47.03	-0.64	0.20	10.00	32.54	17.22	43.06	-0.71	0.20	10.00	30.14	16.27	40.67	-0.59	0.18	12.00	33.49	20.57	45.45	-0.60	0.18	12.00	33.01	20.10	45.93	-0.67	0.17	12.00	29.33	18.75	41.83	-0.48	0.15	13.00	39.34	27.96	46.92	-0.48	0.14	13.00	38.39	28.91	47.39	-0.39	0.14	14.00	43.66	30.99	49.30	-0.65	0.14	14.00	32.39	21.13	42.72	-0.66	0.14	15.00	31.92	20.19	41.31	-0.65	0.15	14.00	30.77	18.27	39.42	-0.57	0.15	14.00	32.69	21.63	44.23	-0.66	0.17	13.00	28.85	17.31	37.50	-0.68	0.16	13.00	27.40	16.83	35.10	-0.58	0.15	13.00	30.29	19.23	41.83	-0.53	0.15	13.00	32.21	21.63	44.23
Nigeria	NGA	-1.29	0.21	6.00	9.55	3.02	19.10	-1.26	0.21	8.00	9.00	3.50	20.00	-1.10	0.16	10.00	15.35	6.93	26.24	-1.41	0.17	12.00	6.44	1.49	14.36	-1.43	0.17	13.00	5.45	0.50	12.38	-1.41	0.16	14.00	6.70	2.87	12.92	-1.35	0.15	14.00	8.13	3.35	13.88	-1.07	0.14	17.00	13.88	8.61	23.92	-1.07	0.14	17.00	13.40	8.13	22.01	-1.04	0.14	17.00	14.90	9.13	23.56	-1.15	0.14	17.00	11.85	4.27	18.01	-1.16	0.13	17.00	12.32	5.21	18.48	-1.18	0.13	18.00	12.68	5.16	16.90	-1.15	0.13	18.00	10.33	5.63	17.84	-1.11	0.13	18.00	12.21	7.51	19.72	-1.05	0.14	16.00	13.46	7.21	20.67	-0.96	0.14	16.00	15.87	8.17	26.92	-1.02	0.15	15.00	15.38	8.17	24.04	-0.87	0.14	15.00	18.75	11.06	29.33	-0.88	0.14	15.00	18.27	11.06	27.40	-0.90	0.14	15.00	18.75	10.58	26.44
Nicaragua	NIC	-0.52	0.20	8.00	35.18	22.11	45.23	-0.65	0.21	8.00	30.00	18.50	41.50	-0.89	0.16	9.00	22.77	12.87	30.20	-0.68	0.18	11.00	29.21	17.33	40.59	-0.54	0.18	12.00	34.16	23.27	45.54	-0.77	0.16	14.00	25.36	14.83	36.84	-0.61	0.16	14.00	33.01	22.49	41.15	-0.75	0.16	16.00	26.32	15.79	39.23	-0.79	0.16	16.00	23.92	13.88	35.41	-0.80	0.15	16.00	24.04	13.94	35.58	-0.79	0.14	17.00	23.70	16.11	35.55	-0.83	0.14	17.00	23.70	14.22	32.23	-0.72	0.13	17.00	28.64	17.37	37.56	-0.73	0.14	18.00	28.64	16.90	39.44	-0.67	0.14	17.00	31.46	20.19	41.31	-0.71	0.15	15.00	27.40	15.38	37.50	-0.74	0.15	15.00	26.44	14.42	36.06	-0.64	0.16	13.00	29.81	17.31	38.46	-0.64	0.15	14.00	29.33	17.79	39.42	-1.06	0.14	14.00	13.46	7.21	20.19	-1.18	0.15	13.00	9.62	6.25	17.79
Niue	NIU	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	-0.78	0.83	1.00	25.12	0.00	66.35	-0.74	0.76	1.00	27.96	0.00	64.93	-0.74	0.77	1.00	27.23	0.00	65.73	-0.78	0.75	1.00	25.82	0.00	63.85	-0.79	0.73	1.00	24.88	0.00	62.91	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A
Netherlands	NLD	1.70	0.19	8.00	95.48	89.95	100.00	1.79	0.20	8.00	95.50	91.00	100.00	1.77	0.16	9.00	95.54	91.09	100.00	1.74	0.18	9.00	95.05	90.10	100.00	1.75	0.18	9.00	95.05	89.60	100.00	1.76	0.17	9.00	95.22	91.87	100.00	1.76	0.17	9.00	95.69	90.91	100.00	1.78	0.17	10.00	94.74	90.43	100.00	1.79	0.17	10.00	95.69	90.43	100.00	1.76	0.17	10.00	94.71	89.90	100.00	1.81	0.16	11.00	97.16	91.00	100.00	1.82	0.16	11.00	97.16	91.00	100.00	1.82	0.14	12.00	97.18	90.61	100.00	1.86	0.15	12.00	97.65	91.08	100.00	1.84	0.15	12.00	97.18	91.08	100.00	1.98	0.16	11.00	97.12	90.87	100.00	1.94	0.16	11.00	97.12	90.87	100.00	1.89	0.17	10.00	97.12	90.87	100.00	1.83	0.16	10.00	97.12	89.42	100.00	1.82	0.16	10.00	96.15	90.38	100.00	1.81	0.16	10.00	96.15	90.38	100.00
Norway	NOR	1.92	0.19	8.00	99.50	93.47	100.00	2.00	0.20	8.00	99.50	93.50	100.00	1.86	0.16	8.00	99.01	92.57	100.00	1.88	0.18	9.00	97.03	92.57	100.00	1.92	0.18	9.00	97.52	93.07	100.00	1.98	0.17	9.00	100.00	94.26	100.00	1.92	0.17	9.00	98.56	93.30	100.00	1.98	0.16	11.00	99.52	93.30	100.00	1.95	0.16	11.00	99.04	92.82	100.00	1.97	0.16	11.00	100.00	93.27	100.00	1.88	0.16	11.00	98.10	92.42	100.00	1.90	0.16	11.00	98.58	92.89	100.00	1.87	0.14	12.00	98.12	92.02	100.00	1.96	0.15	12.00	100.00	92.49	100.00	1.98	0.15	12.00	100.00	94.37	100.00	2.03	0.16	11.00	99.04	92.31	100.00	2.01	0.16	11.00	98.56	92.31	100.00	2.04	0.17	10.00	100.00	94.23	100.00	2.02	0.16	10.00	99.52	95.19	100.00	1.96	0.16	10.00	99.52	92.31	100.00	1.98	0.16	9.00	99.52	92.79	100.00
Nepal	NPL	-0.01	0.32	4.00	51.26	34.17	63.32	-0.01	0.28	5.00	51.50	35.50	67.50	-0.25	0.24	7.00	42.57	29.70	55.94	-0.47	0.23	8.00	38.12	22.77	50.00	-0.56	0.22	9.00	32.67	17.82	47.03	-0.74	0.18	10.00	27.27	14.83	38.76	-0.82	0.17	11.00	24.40	13.88	35.41	-0.62	0.19	13.00	31.58	20.10	45.45	-0.59	0.20	13.00	33.97	20.10	46.89	-0.67	0.18	13.00	28.37	17.31	41.83	-0.86	0.15	15.00	21.33	14.22	32.23	-0.95	0.14	15.00	18.01	11.37	28.91	-0.89	0.14	15.00	21.13	13.62	30.99	-0.74	0.14	15.00	28.17	16.90	39.44	-0.72	0.14	15.00	28.64	17.37	39.91	-0.65	0.15	13.00	30.29	17.31	39.42	-0.68	0.15	13.00	29.81	16.35	38.94	-0.80	0.17	12.00	21.15	12.50	32.21	-0.68	0.16	12.00	27.88	16.83	36.06	-0.48	0.15	12.00	33.65	23.56	46.63	-0.54	0.15	12.00	31.73	21.63	44.71
Nauru	NRU	0.81	0.70	1.00	76.88	39.70	100.00	0.91	0.68	1.00	80.00	45.00	100.00	0.86	0.69	1.00	79.21	42.08	100.00	0.86	0.71	1.00	77.23	43.07	100.00	0.86	0.73	1.00	78.22	43.07	100.00	0.84	0.73	1.00	75.12	41.63	100.00	0.79	0.74	1.00	74.64	39.23	100.00	0.99	0.63	1.00	82.30	53.11	100.00	0.51	0.66	2.00	65.55	34.93	90.91	0.37	0.61	2.00	61.54	32.69	89.42	0.48	0.63	2.00	63.98	36.02	91.00	0.46	0.66	2.00	63.98	31.75	90.52	0.56	0.62	2.00	66.67	40.38	90.61	0.73	0.65	2.00	71.83	45.54	95.77	0.62	0.63	2.00	69.48	41.31	92.49	-1.01	0.84	1.00	14.42	0.00	65.87	-1.09	0.79	1.00	12.02	0.00	62.98	-0.78	0.91	1.00	23.56	0.00	75.00	-0.73	0.92	1.00	23.56	0.48	76.92	-0.69	0.92	1.00	25.48	0.48	77.40	-0.76	0.89	1.00	23.08	0.48	75.00
New Zealand	NZL	1.86	0.19	8.00	98.49	92.96	100.00	1.90	0.20	8.00	98.50	92.00	100.00	1.83	0.16	8.00	96.04	92.08	100.00	1.82	0.18	8.00	96.04	91.58	100.00	1.89	0.18	9.00	97.03	92.57	100.00	1.87	0.17	9.00	97.13	92.34	100.00	1.86	0.17	9.00	97.13	91.87	100.00	1.81	0.16	11.00	96.17	90.43	100.00	1.84	0.16	11.00	96.65	90.91	100.00	1.86	0.16	11.00	97.12	90.87	100.00	1.93	0.16	11.00	99.05	92.89	100.00	1.87	0.16	11.00	98.10	91.00	100.00	1.90	0.14	12.00	98.59	92.49	100.00	1.89	0.15	12.00	98.59	91.55	100.00	1.88	0.15	12.00	98.12	91.55	100.00	2.01	0.16	11.00	98.56	91.83	100.00	2.00	0.16	11.00	98.08	92.31	100.00	1.95	0.17	10.00	98.56	91.83	100.00	1.92	0.16	10.00	98.08	91.83	100.00	1.88	0.16	10.00	98.08	90.87	100.00	1.88	0.16	10.00	97.60	92.31	100.00
Oman	OMN	0.55	0.21	6.00	65.33	58.29	78.89	0.45	0.22	6.00	67.50	54.50	75.50	0.56	0.18	6.00	67.33	59.90	77.23	0.47	0.20	7.00	66.34	57.92	74.75	0.49	0.21	6.00	65.84	58.91	76.24	0.52	0.20	7.00	66.51	59.33	75.12	0.31	0.19	8.00	59.81	54.07	68.42	0.29	0.20	8.00	60.29	53.11	66.99	0.41	0.18	9.00	61.72	57.89	71.29	0.59	0.18	9.00	69.23	59.13	78.85	0.56	0.16	10.00	65.88	61.61	73.93	0.54	0.16	10.00	65.88	62.09	73.93	0.47	0.15	10.00	63.85	60.56	70.42	0.52	0.16	10.00	66.20	61.50	72.77	0.49	0.16	10.00	65.73	59.62	72.77	0.49	0.18	9.00	69.71	64.90	76.92	0.38	0.18	9.00	65.87	59.13	73.08	0.41	0.20	8.00	65.87	56.73	75.48	0.43	0.19	7.00	65.87	58.17	76.44	0.46	0.18	7.00	68.27	59.13	75.96	0.55	0.18	8.00	70.67	61.06	77.88
Pakistan	PAK	-0.63	0.21	6.00	31.66	18.09	42.21	-0.76	0.22	7.00	25.50	14.50	37.50	-0.93	0.18	9.00	21.78	11.39	29.70	-0.78	0.18	10.00	26.24	14.85	37.62	-0.77	0.18	12.00	25.74	15.35	38.61	-0.88	0.16	13.00	19.62	12.92	33.97	-0.89	0.16	13.00	22.01	12.44	31.58	-0.86	0.15	16.00	22.97	11.96	32.54	-0.89	0.15	16.00	21.05	12.44	31.10	-0.97	0.15	16.00	17.79	9.62	25.48	-0.83	0.14	16.00	21.80	14.69	33.65	-0.74	0.14	16.00	27.49	16.59	36.49	-0.90	0.13	17.00	19.72	13.62	30.05	-0.88	0.14	17.00	21.13	13.62	31.92	-0.86	0.14	16.00	22.07	13.62	33.33	-0.76	0.15	14.00	25.00	14.42	34.13	-0.77	0.15	14.00	24.52	13.94	34.62	-0.80	0.17	13.00	20.19	12.50	31.73	-0.72	0.16	13.00	24.04	15.38	33.17	-0.67	0.15	13.00	27.40	17.31	36.54	-0.67	0.15	13.00	26.44	17.79	37.98
Panama	PAN	-0.17	0.21	7.00	46.73	35.18	57.79	-0.05	0.21	8.00	49.00	37.50	61.00	-0.15	0.16	9.00	47.03	38.12	54.46	-0.06	0.19	9.00	50.99	41.09	59.41	-0.11	0.18	11.00	49.01	40.59	59.90	-0.10	0.16	13.00	50.24	41.15	58.85	-0.09	0.16	13.00	50.72	41.63	58.37	-0.13	0.16	14.00	50.24	43.06	57.42	-0.15	0.16	14.00	50.72	41.63	57.89	-0.17	0.15	14.00	50.48	38.94	56.25	-0.09	0.14	15.00	53.55	45.02	59.72	-0.07	0.14	15.00	52.61	45.97	60.19	0.02	0.14	15.00	55.87	48.83	61.50	-0.19	0.14	16.00	49.77	42.25	57.28	-0.22	0.14	16.00	47.89	41.31	54.46	-0.06	0.15	14.00	55.29	44.23	64.42	-0.11	0.15	14.00	53.85	42.79	60.10	0.05	0.16	13.00	56.25	46.15	61.06	0.04	0.15	13.00	54.33	46.63	61.54	-0.09	0.14	13.00	51.92	41.83	58.65	-0.12	0.15	13.00	50.48	41.35	57.69
Palau	PLW	0.81	0.70	1.00	76.88	39.70	100.00	0.91	0.68	1.00	80.00	45.00	100.00	0.86	0.69	1.00	79.21	42.08	100.00	0.86	0.71	1.00	77.23	43.07	100.00	0.86	0.73	1.00	78.22	43.07	100.00	0.84	0.73	1.00	75.12	41.63	100.00	0.79	0.74	1.00	74.64	39.23	100.00	0.99	0.63	1.00	82.30	53.11	100.00	0.89	0.70	1.00	79.43	46.89	100.00	0.78	0.57	3.00	73.08	50.48	92.79	0.81	0.58	3.00	73.46	50.71	95.73	0.75	0.60	3.00	71.56	47.39	93.84	0.89	0.57	3.00	77.46	53.52	97.18	0.90	0.59	3.00	77.00	53.52	97.65	0.90	0.58	3.00	77.93	53.52	97.18	0.28	0.68	2.00	65.38	20.19	86.54	0.24	0.66	2.00	63.46	20.67	86.06	0.32	0.69	2.00	61.54	20.19	89.42	0.28	0.70	2.00	61.54	18.75	89.42	0.31	0.75	2.00	62.50	16.83	90.38	0.31	0.76	2.00	62.98	17.31	90.38
Peru	PER	-0.70	0.20	8.00	28.14	17.59	39.20	-0.71	0.20	9.00	27.00	18.00	37.50	-0.69	0.16	9.00	29.70	20.30	38.61	-0.47	0.18	10.00	38.61	26.73	48.02	-0.52	0.18	11.00	36.14	24.26	46.04	-0.49	0.16	13.00	38.28	25.84	44.98	-0.68	0.16	13.00	30.62	19.14	39.71	-0.69	0.15	16.00	28.23	20.10	41.15	-0.73	0.15	17.00	26.79	16.27	38.28	-0.70	0.14	18.00	25.96	19.23	37.50	-0.61	0.13	18.00	32.70	21.33	42.65	-0.56	0.13	18.00	34.12	26.54	44.08	-0.58	0.13	19.00	31.92	25.35	43.66	-0.57	0.13	19.00	34.74	25.35	44.13	-0.57	0.13	18.00	34.74	24.88	44.13	-0.52	0.14	16.00	34.13	25.00	45.19	-0.49	0.14	16.00	37.50	27.88	46.63	-0.48	0.15	15.00	34.13	25.00	45.19	-0.50	0.15	15.00	33.17	23.08	44.71	-0.53	0.14	15.00	32.21	23.56	42.79	-0.49	0.14	15.00	33.17	25.00	45.67
Philippines	PHL	0.07	0.19	8.00	53.77	42.71	62.31	0.09	0.19	9.00	55.00	43.50	65.00	-0.38	0.16	10.00	40.59	30.20	48.51	-0.37	0.17	11.00	41.09	30.69	50.00	-0.49	0.17	11.00	38.12	26.24	46.04	-0.57	0.16	13.00	34.45	22.49	43.06	-0.35	0.15	13.00	42.11	33.01	49.76	-0.41	0.15	16.00	42.58	30.14	49.76	-0.46	0.15	16.00	39.71	27.27	48.33	-0.55	0.14	16.00	36.06	24.04	45.67	-0.57	0.14	16.00	35.07	22.75	45.02	-0.55	0.14	16.00	35.07	26.54	45.50	-0.51	0.13	17.00	37.09	29.11	46.01	-0.52	0.13	17.00	38.97	27.70	46.01	-0.40	0.13	16.00	42.25	33.33	49.30	-0.32	0.15	14.00	43.75	32.69	53.85	-0.34	0.14	14.00	43.27	31.73	53.37	-0.35	0.16	13.00	39.42	30.29	51.44	-0.41	0.15	13.00	37.02	28.37	48.08	-0.48	0.14	13.00	34.13	24.04	45.67	-0.48	0.15	13.00	34.13	25.00	46.15
Papua New Guinea	PNG	-0.62	0.21	6.00	32.16	19.10	42.21	-0.57	0.22	7.00	31.50	19.00	44.50	-0.84	0.18	8.00	26.24	13.86	33.66	-0.94	0.20	8.00	18.81	8.42	33.17	-1.14	0.20	8.00	13.37	4.46	24.75	-0.90	0.18	9.00	18.18	11.00	33.97	-1.00	0.18	9.00	16.75	8.61	30.14	-0.83	0.19	10.00	24.40	11.96	38.28	-0.86	0.19	10.00	22.01	11.96	34.93	-0.92	0.17	11.00	20.19	10.10	32.21	-0.89	0.16	11.00	19.43	11.37	31.75	-0.91	0.16	11.00	20.38	11.37	30.81	-0.81	0.16	11.00	25.35	14.55	33.80	-0.84	0.16	11.00	23.00	13.62	33.33	-0.95	0.16	11.00	17.84	10.80	30.99	-0.80	0.17	10.00	22.12	11.54	34.13	-0.87	0.17	10.00	18.27	10.10	31.25	-0.78	0.20	9.00	23.08	11.54	34.13	-0.83	0.18	9.00	20.67	10.10	32.69	-0.77	0.17	9.00	23.08	13.46	33.17	-0.80	0.17	9.00	21.15	12.50	32.21
Poland	POL	0.77	0.18	9.00	70.85	63.32	84.42	0.86	0.18	10.00	77.00	69.50	84.00	0.71	0.15	12.00	73.27	65.35	80.69	0.71	0.16	13.00	72.28	64.85	79.21	0.56	0.16	13.00	67.33	62.38	75.74	0.42	0.15	13.00	63.16	59.33	70.33	0.48	0.15	13.00	62.68	58.37	70.81	0.40	0.14	15.00	62.68	57.42	67.94	0.43	0.14	15.00	62.68	58.85	71.29	0.55	0.13	16.00	66.83	59.13	72.60	0.63	0.13	16.00	67.30	63.03	73.93	0.68	0.13	16.00	68.72	64.45	78.67	0.77	0.12	17.00	73.24	66.67	79.81	0.78	0.12	17.00	72.30	67.14	80.28	0.82	0.12	16.00	73.71	68.54	81.69	0.84	0.13	15.00	77.40	73.56	81.73	0.80	0.13	15.00	76.92	70.19	81.25	0.64	0.15	13.00	74.04	64.90	79.81	0.47	0.14	13.00	68.27	60.58	75.96	0.43	0.14	12.00	66.83	59.13	74.52	0.45	0.14	13.00	66.35	61.06	74.52
Puerto Rico	PRI	0.96	0.43	1.00	81.41	59.80	94.97	0.99	0.40	1.00	82.00	63.00	93.00	0.99	0.33	1.00	82.18	64.85	92.08	0.97	0.39	1.00	80.20	63.37	92.57	0.73	0.36	1.00	74.26	58.91	88.61	0.80	0.35	1.00	73.21	59.33	89.47	0.59	0.37	1.00	66.99	53.59	86.60	0.53	0.40	2.00	64.59	50.24	88.04	0.59	0.31	3.00	67.94	54.55	83.25	0.54	0.30	3.00	66.35	54.33	83.65	0.77	0.21	4.00	71.56	63.03	83.89	0.77	0.22	4.00	72.04	62.56	84.83	0.73	0.21	4.00	71.36	62.44	83.10	0.80	0.21	4.00	73.71	63.85	85.45	0.67	0.22	4.00	71.36	61.50	81.69	0.77	0.25	4.00	76.92	65.87	85.10	0.75	0.24	4.00	75.48	64.90	83.65	0.66	0.25	3.00	75.00	59.62	82.69	0.62	0.21	3.00	73.08	61.06	80.29	0.59	0.21	2.00	72.60	61.06	78.85	0.59	0.21	2.00	72.12	61.06	79.33
Korea. Dem. Rep.	PRK	-1.15	0.30	5.00	15.08	3.02	29.15	-1.15	0.29	5.00	13.50	3.50	28.00	-1.06	0.26	5.00	17.33	2.48	30.20	-1.31	0.25	7.00	7.92	0.99	21.29	-1.16	0.24	7.00	12.38	3.47	26.24	-1.28	0.19	9.00	9.09	3.35	17.22	-1.14	0.19	9.00	12.92	6.70	22.97	-1.39	0.19	9.00	6.70	0.96	13.40	-1.26	0.24	8.00	9.57	1.44	21.53	-1.23	0.23	8.00	9.62	2.40	21.15	-1.34	0.18	9.00	4.74	1.42	15.17	-1.38	0.18	9.00	5.21	0.95	13.27	-1.38	0.17	9.00	5.63	1.41	14.08	-1.35	0.18	9.00	6.57	1.41	15.02	-1.38	0.18	9.00	6.10	0.94	13.15	-1.62	0.20	7.00	1.92	0.00	7.21	-1.65	0.19	8.00	1.92	0.48	5.77	-1.67	0.22	7.00	2.88	0.48	8.17	-1.72	0.20	7.00	3.37	0.96	7.21	-1.63	0.19	7.00	4.81	1.44	6.73	-1.65	0.19	7.00	4.81	1.44	6.73
Portugal	PRT	1.29	0.19	8.00	88.94	81.41	93.47	1.28	0.20	8.00	88.50	80.50	92.00	1.23	0.16	8.00	84.65	80.69	91.09	1.34	0.18	9.00	87.62	82.18	93.07	1.31	0.18	9.00	88.61	82.18	93.07	1.25	0.17	9.00	87.56	81.34	92.34	1.23	0.17	9.00	87.08	80.38	90.91	0.99	0.16	11.00	80.38	70.33	89.00	1.02	0.16	11.00	82.78	71.77	87.56	1.02	0.16	11.00	83.65	72.60	87.50	1.06	0.16	11.00	83.41	72.99	88.15	1.06	0.16	11.00	82.94	73.93	87.20	1.02	0.15	11.00	80.75	73.71	86.38	1.07	0.15	12.00	83.57	73.71	86.85	1.06	0.15	12.00	84.04	73.24	86.85	1.14	0.16	11.00	84.13	77.88	86.54	1.15	0.16	11.00	83.65	78.85	87.98	1.10	0.17	10.00	83.65	77.88	87.98	1.13	0.16	10.00	84.13	77.88	88.46	1.14	0.16	10.00	85.10	78.85	88.46	1.14	0.16	10.00	84.62	78.85	88.94
Paraguay	PRY	-0.66	0.21	7.00	29.15	18.09	40.20	-0.87	0.21	8.00	22.50	10.50	33.50	-1.01	0.16	9.00	18.32	9.41	26.73	-1.10	0.18	10.00	14.85	6.44	25.25	-1.03	0.18	11.00	17.33	7.92	27.23	-1.00	0.16	13.00	17.22	9.09	27.27	-0.98	0.16	13.00	18.18	10.05	29.67	-0.98	0.16	15.00	17.22	10.05	27.27	-0.97	0.16	15.00	16.27	9.57	27.27	-0.93	0.15	15.00	19.71	10.10	27.40	-0.88	0.14	16.00	19.91	13.74	31.28	-0.86	0.14	16.00	22.75	12.80	31.28	-0.84	0.14	16.00	23.00	14.55	30.99	-0.85	0.14	16.00	22.54	14.55	32.39	-0.81	0.14	16.00	23.47	15.02	33.80	-0.67	0.16	14.00	28.37	16.35	37.98	-0.69	0.15	14.00	28.85	16.35	38.94	-0.73	0.17	13.00	25.48	15.38	34.13	-0.65	0.17	12.00	28.85	16.83	39.90	-0.52	0.16	12.00	32.69	21.63	44.23	-0.56	0.15	13.00	31.25	20.67	44.23
Qatar	QAT	-0.04	0.22	5.00	49.25	38.69	62.31	0.19	0.22	6.00	57.50	46.50	69.50	0.51	0.18	7.00	66.34	58.42	74.26	0.55	0.20	8.00	67.33	59.41	77.72	0.45	0.21	7.00	65.35	56.44	74.75	0.35	0.20	7.00	61.24	53.59	70.33	0.59	0.18	8.00	66.51	58.85	79.43	0.63	0.17	9.00	67.94	61.24	78.47	0.53	0.18	9.00	66.03	58.85	74.64	0.68	0.18	9.00	70.67	62.02	81.73	0.91	0.15	13.00	78.67	68.25	85.31	0.85	0.15	13.00	74.88	66.82	83.41	0.76	0.15	12.00	72.30	65.73	79.81	0.96	0.16	12.00	79.81	70.89	86.38	0.96	0.16	12.00	80.28	72.30	86.38	0.86	0.17	11.00	77.88	72.60	84.13	0.77	0.16	10.00	75.96	68.27	81.25	0.79	0.18	9.00	76.92	68.75	83.17	0.72	0.17	9.00	76.44	65.87	80.77	0.73	0.16	9.00	75.48	67.79	80.77	0.73	0.17	9.00	75.48	66.35	80.29
Réunion	REU	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	1.08	0.35	1.00	83.73	64.59	93.78	1.12	0.37	1.00	85.65	64.11	94.74	1.08	0.41	1.00	85.65	62.68	93.78	1.11	0.38	1.00	85.17	63.64	92.82	0.86	0.36	1.00	77.88	59.13	89.90	0.86	0.40	1.00	77.25	60.66	91.00	0.85	0.41	1.00	76.78	60.66	90.52	0.84	0.41	1.00	76.06	60.09	90.14	0.84	0.40	1.00	75.59	59.62	90.14	0.85	0.39	1.00	76.53	59.62	90.14	1.18	0.52	1.00	85.10	65.87	98.56	1.11	0.50	1.00	82.69	64.90	96.63	1.10	0.51	1.00	84.62	60.10	97.60	1.11	0.48	1.00	83.17	62.02	97.60	1.12	0.48	1.00	84.62	63.46	98.56	0.85	0.50	1.00	78.85	54.33	92.31
